ID,Medicine,Ocular,Glaucoma,"Ret Inj",Alias,Description,"Rx Req",Alert,"RxNorm Code","FDB Id"
881,Bobo,0,0,0,,,0,0,,
882,BOCANEGRA,0,0,0,,,0,0,,
883,"Bocanegra Rangel",0,0,0,,,0,0,,
884,Bochmann,0,0,0,,,0,0,,
885,Bock,0,0,0,,,0,0,,
959,Boco-Young,0,0,0,,,0,0,,
960,Bodanza,0,0,0,,,0,0,,
961,Boeckman,0,0,0,,,0,0,,
962,Boehme,0,0,0,,,0,0,,
963,Bogard,0,0,0,,,0,0,,
964,"Bogard Golob",0,0,0,,,0,0,,
965,Bogel,0,0,0,,,0,0,,
966,Bogie,0,0,0,,,0,0,,
967,Bogue,0,0,0,,,0,0,,
968,Bohart,0,0,0,,,0,0,,
969,Boiko,0,0,0,,,0,0,,
970,Bojar,0,0,0,,,0,0,,
971,Bojorquez,0,0,0,,,0,0,,
972,"Bojorquez De Alvarez",0,0,0,,,0,0,,
886,Bokelman,0,0,0,,,0,0,,
887,Bolden,0,0,0,,,0,0,,
888,Boles,0,0,0,,,0,0,,
889,Bolivar,0,0,0,,,0,0,,
890,Bolles,0,0,0,,,0,0,,
891,Bollin,0,0,0,,,0,0,,
892,Bolling,0,0,0,,,0,0,,
893,Bollman,0,0,0,,,0,0,,
894,Bolt,0,0,0,,,0,0,,
895,BOLTON,0,0,0,,,0,0,,
896,Bon,0,0,0,,,0,0,,
897,Bonaventura,0,0,0,,,0,0,,
973,Bondame,0,0,0,,,0,0,,
974,Bone,0,0,0,,,0,0,,
975,Boney,0,0,0,,,0,0,,
976,Bonham,0,0,0,,,0,0,,
977,Bonilla,0,0,0,,,0,0,,
978,Bonita,0,0,0,,,0,0,,
22,Boniva,0,0,0,,,0,0,541684,
979,Bonjorno,0,0,0,,,0,0,,
980,Bono,0,0,0,,,0,0,,
981,Book,0,0,0,,,0,0,,
982,Booker,0,0,0,,,0,0,,
898,Boone,0,0,0,,,0,0,,
899,Booth,0,0,0,,,0,0,,
900,Booty,0,0,0,,,0,0,,
901,Bordeaux,0,0,0,,,0,0,,
902,BORDEN,0,0,0,,,0,0,,
903,Borquez,0,0,0,,,0,0,,
904,Borras,0,0,0,,,0,0,,
905,Borrego,0,0,0,,,0,0,,
906,Borrero,0,0,0,,,0,0,,
907,Bortvit,0,0,0,,,0,0,,
908,Borunda,0,0,0,,,0,0,,
909,Borysewicz,0,0,0,,,0,0,,
983,Bosacki,0,0,0,,,0,0,,
984,Boss,0,0,0,,,0,0,,
985,Bothwell,0,0,0,,,0,0,,
23,Botox,0,0,0,,,0,0,203279,
986,Bott,0,0,0,,,0,0,,
987,Bouc,0,0,0,,,0,0,,
988,Boucher,0,0,0,,,0,0,,
989,Boulet,0,0,0,,,0,0,,
990,Bouman,0,0,0,,,0,0,,
991,Bounds,0,0,0,,,0,0,,
992,Bourke,0,0,0,,,0,0,,
993,Bower,0,0,0,,,0,0,,
994,Bowes,0,0,0,,,0,0,,
995,Bowlds,0,0,0,,,0,0,,
910,Bowles,0,0,0,,,0,0,,
911,BOWLIN,0,0,0,,,0,0,,
912,Bowman,0,0,0,,,0,0,,
913,Boyar,0,0,0,,,0,0,,
914,Boyer,0,0,0,,,0,0,,
915,Boyle,0,0,0,,,0,0,,
916,Boysen,0,0,0,,,0,0,,
917,Bracamontes,0,0,0,,,0,0,,
918,Brack,0,0,0,,,0,0,,
919,Brackett,0,0,0,,,0,0,,
996,Bradbury,0,0,0,,,0,0,,
997,Bradford,0,0,0,,,0,0,,
998,Bradley,0,0,0,,,0,0,,
999,Bradshaw,0,0,0,,,0,0,,
1000,Brady,0,0,0,,,0,0,,
1001,Braff,0,0,0,,,0,0,,
1002,Braitenback,0,0,0,,,0,0,,
1003,Brake,0,0,0,,,0,0,,
1004,Braman,0,0,0,,,0,0,,
1005,Bramble,0,0,0,,,0,0,,
1006,Branch,0,0,0,,,0,0,,
1007,Brandeis,0,0,0,,,0,0,,
1008,Brandon,0,0,0,,,0,0,,
1009,Brands,0,0,0,,,0,0,,
1010,Brandt,0,0,0,,,0,0,,
1011,Brandvick,0,0,0,,,0,0,,
1012,Branham,0,0,0,,,0,0,,
1013,Branick,0,0,0,,,0,0,,
1014,Brasch,0,0,0,,,0,0,,
1074,Brasseur,0,0,0,,,0,0,,
1075,Braswell,0,0,0,,,0,0,,
1076,Bratkovic,0,0,0,,,0,0,,
1077,Bratton,0,0,0,,,0,0,,
1078,Brauer,0,0,0,,,0,0,,
1079,Braun,0,0,0,,,0,0,,
1080,Bravo,0,0,0,,,0,0,,
1081,Breaux,0,0,0,,,0,0,,
1082,Breer,0,0,0,,,0,0,,
1015,Bregar,0,0,0,,,0,0,,
1016,Bregoff,0,0,0,,,0,0,,
1017,Breheim,0,0,0,,,0,0,,
1018,Breijo,0,0,0,,,0,0,,
1019,Bremner,0,0,0,,,0,0,,
1020,Brener,0,0,0,,,0,0,,
1021,Brenis,0,0,0,,,0,0,,
1022,Brennan,0,0,0,,,0,0,,
1023,Brenner,0,0,0,,,0,0,,
1024,"Brenner Makuta",0,0,0,,,0,0,,
1025,Breslauer,0,0,0,,,0,0,,
1026,Bress,0,0,0,,,0,0,,
1083,Bretzius,0,0,0,,,0,0,,
1084,Breunig,0,0,0,,,0,0,,
1085,Brewer,0,0,0,,,0,0,,
1086,Brewton,0,0,0,,,0,0,,
1087,Breyer,0,0,0,,,0,0,,
1088,Briere,0,0,0,,,0,0,,
1089,Briganti,0,0,0,,,0,0,,
1090,Bright,0,0,0,,,0,0,,
1091,Brill,0,0,0,,,0,0,,
216,Brimonidine,1,0,0,,,1,0,134615,
1092,Brindis,0,0,0,,,0,0,,
1093,Bringas,0,0,0,,,0,0,,
1027,Brinker,0,0,0,,,0,0,,
1028,Brinkman,0,0,0,,,0,0,,
1029,Briones,0,0,0,,,0,0,,
1030,"Briones Bribiesca",0,0,0,,,0,0,,
1031,"Briones De Martinez",0,0,0,,,0,0,,
1032,Briseno,0,0,0,,,0,0,,
1033,Brissey,0,0,0,,,0,0,,
1094,Brito,0,0,0,,,0,0,,
1095,Britton,0,0,0,,,0,0,,
1096,Brizs,0,0,0,,,0,0,,
1097,Brizt,0,0,0,,,0,0,,
1098,Broadhurst,0,0,0,,,0,0,,
1099,Broadnax,0,0,0,,,0,0,,
1100,Brobeck,0,0,0,,,0,0,,
1101,Brock,0,0,0,,,0,0,,
1102,Brockett,0,0,0,,,0,0,,
1103,Brockie,0,0,0,,,0,0,,
1104,Brodnax,0,0,0,,,0,0,,
1105,Brogdon,0,0,0,,,0,0,,
1106,Brokaw,0,0,0,,,0,0,,
206,Bromday,1,0,0,,,1,0,1020507,
275,Bromfenac,1,0,0,,,1,0,19737,
1034,Brooker,0,0,0,,,0,0,,
1035,Brooks,0,0,0,,,0,0,,
1036,Brooks-Henry,0,0,0,,,0,0,,
1037,Brossart,0,0,0,,,0,0,,
1038,Broughton,0,0,0,,,0,0,,
1039,Broussard,0,0,0,,,0,0,,
1107,Brower,0,0,0,,,0,0,,
1040,Brown,0,0,0,,,0,0,,
1108,Browning,0,0,0,,,0,0,,
1109,Brownlow,0,0,0,,,0,0,,
1110,Brubaker,0,0,0,,,0,0,,
1041,Bruce,0,0,0,,,0,0,,
1042,Brucker,0,0,0,,,0,0,,
1043,Bruckner,0,0,0,,,0,0,,
1044,Brulez,0,0,0,,,0,0,,
1045,Brundige,0,0,0,,,0,0,,
1046,Brunett,0,0,0,,,0,0,,
1047,Bruyere,0,0,0,,,0,0,,
1048,Bryan,0,0,0,,,0,0,,
1049,Bryant,0,0,0,,,0,0,,
1111,Brydon,0,0,0,,,0,0,,
1112,Bucaro,0,0,0,,,0,0,,
1113,Buchwitz,0,0,0,,,0,0,,
1114,Buck,0,0,0,,,0,0,,
1115,Buckbee,0,0,0,,,0,0,,
1116,Bucking,0,0,0,,,0,0,,
1117,Buckley,0,0,0,,,0,0,,
1118,Buckman,0,0,0,,,0,0,,
1119,Buduan,0,0,0,,,0,0,,
1120,Buelna,0,0,0,,,0,0,,
1050,Bueno,0,0,0,,,0,0,,
1051,Buerke,0,0,0,,,0,0,,
1052,Bufalino,0,0,0,,,0,0,,
1053,Bugarin,0,0,0,,,0,0,,
1054,Bulechowsky,0,0,0,,,0,0,,
1055,Bulger,0,0,0,,,0,0,,
1056,Bullard,0,0,0,,,0,0,,
1057,Bullington,0,0,0,,,0,0,,
1058,Bullock,0,0,0,,,0,0,,
1059,Burbank,0,0,0,,,0,0,,
1060,Burch,0,0,0,,,0,0,,
1061,Burden,0,0,0,,,0,0,,
1062,Burdette,0,0,0,,,0,0,,
1121,Burdon,0,0,0,,,0,0,,
1122,"Burgeno Avila",0,0,0,,,0,0,,
1123,Burger,0,0,0,,,0,0,,
1124,Burgess,0,0,0,,,0,0,,
1125,Burgos,0,0,0,,,0,0,,
1126,Burgueno,0,0,0,,,0,0,,
1127,Burhoe,0,0,0,,,0,0,,
1128,Burke,0,0,0,,,0,0,,
1063,Burkett,0,0,0,,,0,0,,
1064,Burkhart,0,0,0,,,0,0,,
1065,Burkholder,0,0,0,,,0,0,,
1066,Burleson,0,0,0,,,0,0,,
1067,Burnett,0,0,0,,,0,0,,
1068,Burnham,0,0,0,,,0,0,,
1069,Burns,0,0,0,,,0,0,,
1070,"Burns Bessert",0,0,0,,,0,0,,
1071,Burnside,0,0,0,,,0,0,,
1072,Burnstein,0,0,0,,,0,0,,
1073,Burr,0,0,0,,,0,0,,
1129,"Burrola De Siqueiros",0,0,0,,,0,0,,
1130,Burrough,0,0,0,,,0,0,,
1131,Burrows,0,0,0,,,0,0,,
1132,Burton,0,0,0,,,0,0,,
1133,Busch,0,0,0,,,0,0,,
1135,Busch-Weeks,0,0,0,,,0,0,,
1134,Buschman,0,0,0,,,0,0,,
1136,Bush,0,0,0,,,0,0,,
1137,Buskirk,0,0,0,,,0,0,,
1138,Busler,0,0,0,,,0,0,,
1139,Buss,0,0,0,,,0,0,,
1140,Busse,0,0,0,,,0,0,,
1141,Bussing,0,0,0,,,0,0,,
1142,"Bustamante Ramirez",0,0,0,,,0,0,,
1143,Bustios,0,0,0,,,0,0,,
1144,Bustos,0,0,0,,,0,0,,
1145,Butay,0,0,0,,,0,0,,
1146,Butcher,0,0,0,,,0,0,,
1147,Butler,0,0,0,,,0,0,,
1148,Butterfield,0,0,0,,,0,0,,
1211,Butterworth,0,0,0,,,0,0,,
1212,Buxton,0,0,0,,,0,0,,
24,Byetta,0,0,0,,,0,0,604751,
1213,Bygrave,0,0,0,,,0,0,,
1214,Byron,0,0,0,,,0,0,,
253,Bystolic,0,0,0,,,0,0,751613,
1215,Bystrzycki,0,0,0,,,0,0,,
1216,Cabacunagan,0,0,0,,,0,0,,
1217,Cabacungan,0,0,0,,,0,0,,
1218,Caballeros,0,0,0,,,0,0,,
1219,Cabellaros,0,0,0,,,0,0,,
1220,Cabellros,0,0,0,,,0,0,,
1221,Cabigting,0,0,0,,,0,0,,
1222,Cabitto,0,0,0,,,0,0,,
1149,Cabrera,0,0,0,,,0,0,,
1150,Cadang,0,0,0,,,0,0,,
1151,Cadarette,0,0,0,,,0,0,,
1152,Caddes'tan,0,0,0,,,0,0,,
1153,Cade,0,0,0,,,0,0,,
1154,Cadena,0,0,0,,,0,0,,
1155,Cadle,0,0,0,,,0,0,,
25,Caduet,0,0,0,,,0,0,404914,
1156,Cadwallader,0,0,0,,,0,0,,
1157,Cady,0,0,0,,,0,0,,
1223,Cahill,0,0,0,,,0,0,,
1224,Cain,0,0,0,,,0,0,,
1225,Caipo,0,0,0,,,0,0,,
258,Calcium,0,0,0,,,0,0,1895,
1158,Calderon,0,0,0,,,0,0,,
1159,"Calderon Rodriquez",0,0,0,,,0,0,,
1160,Caldwell,0,0,0,,,0,0,,
1161,Caley,0,0,0,,,0,0,,
1162,Calhoun,0,0,0,,,0,0,,
1163,Calizo,0,0,0,,,0,0,,
1164,Calloway,0,0,0,,,0,0,,
1165,Calyniuk,0,0,0,,,0,0,,
1166,Camacho,0,0,0,,,0,0,,
1226,"Camacho Gutierrez",0,0,0,,,0,0,,
1227,Camarena,0,0,0,,,0,0,,
1228,Camargo,0,0,0,,,0,0,,
1229,Camberos,0,0,0,,,0,0,,
1230,Cameron,0,0,0,,,0,0,,
1231,Campa,0,0,0,,,0,0,,
1167,Campanella,0,0,0,,,0,0,,
1168,Campanur,0,0,0,,,0,0,,
1169,Campbell,0,0,0,,,0,0,,
1170,Campbell-Young,0,0,0,,,0,0,,
1171,Campeoador,0,0,0,,,0,0,,
1172,Campian,0,0,0,,,0,0,,
1173,Campos,0,0,0,,,0,0,,
1232,"Campos Villegas",0,0,0,,,0,0,,
1233,Campos-Damian,0,0,0,,,0,0,,
1234,Campoy,0,0,0,,,0,0,,
1235,Campuzano,0,0,0,,,0,0,,
1236,Camua,0,0,0,,,0,0,,
1237,Canales,0,0,0,,,0,0,,
1238,Canas,0,0,0,,,0,0,,
1239,Canchola,0,0,0,,,0,0,,
1240,Cancio,0,0,0,,,0,0,,
1241,Candelario,0,0,0,,,0,0,,
1242,Candelori,0,0,0,,,0,0,,
1174,Candler,0,0,0,,,0,0,,
1175,Canedo,0,0,0,,,0,0,,
1176,"Cannon mcdaniel",0,0,0,,,0,0,,
1177,Cano,0,0,0,,,0,0,,
1178,Canseco,0,0,0,,,0,0,,
1179,Cant,0,0,0,,,0,0,,
1180,Cantera,0,0,0,,,0,0,,
1181,Cantu,0,0,0,,,0,0,,
1182,Cao,0,0,0,,,0,0,,
1243,Capalia,0,0,0,,,0,0,,
1244,Capitanelli,0,0,0,,,0,0,,
1245,Caplinger,0,0,0,,,0,0,,
1246,CAPO,0,0,0,,,0,0,,
1247,Capodice,0,0,0,,,0,0,,
1248,Caporousso,0,0,0,,,0,0,,
27,Capoten,0,0,0,,,0,0,151482,
1249,Caragan,0,0,0,,,0,0,,
1250,Carano,0,0,0,,,0,0,,
1251,CARAUSU,0,0,0,,,0,0,,
276,Carbachol,1,0,0,,,1,0,1999,
1252,Carbajal,0,0,0,,,0,0,,
1183,"Carbajal Escamilla",0,0,0,,,0,0,,
1184,Carbone,0,0,0,,,0,0,,
1185,Cardenas,0,0,0,,,0,0,,
1186,"Cardenas Garcia",0,0,0,,,0,0,,
1187,Cardinaly,0,0,0,,,0,0,,
225,Cardizem,0,0,0,,,0,0,203494,
1188,Cardona,0,0,0,,,0,0,,
1189,CARDOZA,0,0,0,,,0,0,,
1190,Carerra,0,0,0,,,0,0,,
1191,Carey,0,0,0,,,0,0,,
1253,Carias,0,0,0,,,0,0,,
1254,Carillo,0,0,0,,,0,0,,
1255,Carino,0,0,0,,,0,0,,
1256,Carizon,0,0,0,,,0,0,,
1257,Carl,0,0,0,,,0,0,,
1258,Carle,0,0,0,,,0,0,,
1259,Carlin,0,0,0,,,0,0,,
1260,Carlsen,0,0,0,,,0,0,,
1192,Carlson,0,0,0,,,0,0,,
1193,Carltock,0,0,0,,,0,0,,
1194,Carlton,0,0,0,,,0,0,,
1195,"Carlton jr",0,0,0,,,0,0,,
1196,Carlyle,0,0,0,,,0,0,,
1197,Carmona,0,0,0,,,0,0,,
1198,Carney,0,0,0,,,0,0,,
1199,Caro,0,0,0,,,0,0,,
1200,Caron,0,0,0,,,0,0,,
1201,Carpenter,0,0,0,,,0,0,,
1202,Carpentier,0,0,0,,,0,0,,
1203,Carpio,0,0,0,,,0,0,,
1204,Carr,0,0,0,,,0,0,,
1261,Carranza,0,0,0,,,0,0,,
1262,Carrasco,0,0,0,,,0,0,,
1263,"Carrasco Aguila",0,0,0,,,0,0,,
1264,Carrera,0,0,0,,,0,0,,
1265,Carrick,0,0,0,,,0,0,,
1205,Carrillo,0,0,0,,,0,0,,
1206,Carrion,0,0,0,,,0,0,,
1207,Carroll,0,0,0,,,0,0,,
1208,Carruthers,0,0,0,,,0,0,,
1209,Carsman,0,0,0,,,0,0,,
1210,Carter,0,0,0,,,0,0,,
1266,Cartier,0,0,0,,,0,0,,
1267,Carver,0,0,0,,,0,0,,
1268,Casagrande,0,0,0,,,0,0,,
1269,Casanova,0,0,0,,,0,0,,
1270,Casares,0,0,0,,,0,0,,
1271,Casarez,0,0,0,,,0,0,,
1272,Casey,0,0,0,,,0,0,,
1273,Cash,0,0,0,,,0,0,,
1274,Casserly,0,0,0,,,0,0,,
1275,Cassian,0,0,0,,,0,0,,
1276,Castanada,0,0,0,,,0,0,,
1277,Castaneda,0,0,0,,,0,0,,
1350,"Castaneda Hernandez",0,0,0,,,0,0,,
1351,"Castaneda Lopez",0,0,0,,,0,0,,
1352,"Castaneda Santillan",0,0,0,,,0,0,,
1353,Castellanos,0,0,0,,,0,0,,
1278,Castillo,0,0,0,,,0,0,,
1279,"Castillo De Perez",0,0,0,,,0,0,,
1280,Castle,0,0,0,,,0,0,,
1281,Castleberry,0,0,0,,,0,0,,
1282,Castleforte,0,0,0,,,0,0,,
1283,Castling,0,0,0,,,0,0,,
1284,Castorena,0,0,0,,,0,0,,
1354,Castrejon,0,0,0,,,0,0,,
1355,Castro,0,0,0,,,0,0,,
1356,"Castro Reyes",0,0,0,,,0,0,,
1285,Catana,0,0,0,,,0,0,,
40,Catapres,0,0,0,,,0,0,202941,
1286,Catena,0,0,0,,,0,0,,
1287,Caterina,0,0,0,,,0,0,,
1288,Cates,0,0,0,,,0,0,,
1289,Cato,0,0,0,,,0,0,,
1290,CATORUSSO,0,0,0,,,0,0,,
1291,Catrinescu,0,0,0,,,0,0,,
1292,Catt,0,0,0,,,0,0,,
1293,Caughell,0,0,0,,,0,0,,
1294,Caulfield,0,0,0,,,0,0,,
1295,Causey,0,0,0,,,0,0,,
1296,Cavazos,0,0,0,,,0,0,,
1357,Cavers,0,0,0,,,0,0,,
1358,Cazares,0,0,0,,,0,0,,
1359,"Cazares- Caro",0,0,0,,,0,0,,
1360,Cazarez,0,0,0,,,0,0,,
1361,Cebreros,0,0,0,,,0,0,,
1362,Cedano,0,0,0,,,0,0,,
1297,Cedeno,0,0,0,,,0,0,,
1298,Cedergren,0,0,0,,,0,0,,
1299,Cefaliello,0,0,0,,,0,0,,
26,Ceftin,0,0,0,,,0,0,215926,
30,Cefzil,0,0,0,,,0,0,224901,
1300,Ceja,0,0,0,,,0,0,,
1301,"Ceja Rangel",0,0,0,,,0,0,,
1302,"Ceja Razon",0,0,0,,,0,0,,
1303,"Ceja Reyes",0,0,0,,,0,0,,
28,Celebrex,0,0,0,,,0,0,215927,
29,Celexa,0,0,0,,,0,0,215928,
1363,Celia,0,0,0,,,0,0,,
1364,Celis,0,0,0,,,0,0,,
1365,Cerda,0,0,0,,,0,0,,
1366,Ceron,0,0,0,,,0,0,,
1367,"Ceron Aguilera",0,0,0,,,0,0,,
1368,Cervantes,0,0,0,,,0,0,,
1369,"Cervantes Ortiz",0,0,0,,,0,0,,
1370,Chadnow,0,0,0,,,0,0,,
1304,Chafir,0,0,0,,,0,0,,
1305,Chaidez,0,0,0,,,0,0,,
1306,"Chaidez Vda",0,0,0,,,0,0,,
1307,Chairez,0,0,0,,,0,0,,
1308,Chaisson,0,0,0,,,0,0,,
1309,Chakungal,0,0,0,,,0,0,,
1310,Chalifoux,0,0,0,,,0,0,,
1311,Chambers,0,0,0,,,0,0,,
1312,Chambliss,0,0,0,,,0,0,,
1313,Chamness,0,0,0,,,0,0,,
1314,Champion,0,0,0,,,0,0,,
1315,Chan,0,0,0,,,0,0,,
1371,Chandler,0,0,0,,,0,0,,
1372,Chandra,0,0,0,,,0,0,,
1373,Chandrasena,0,0,0,,,0,0,,
1374,Chaney,0,0,0,,,0,0,,
1375,Chang,0,0,0,,,0,0,,
1376,CHANK,0,0,0,,,0,0,,
1377,Channey,0,0,0,,,0,0,,
31,Chantix,0,0,0,,,0,0,636230,
1378,Chaolla,0,0,0,,,0,0,,
1379,Chapman,0,0,0,,,0,0,,
1380,Chappell,0,0,0,,,0,0,,
1381,Charders,0,0,0,,,0,0,,
1316,Charles,0,0,0,,,0,0,,
1317,Charlton,0,0,0,,,0,0,,
1318,Charpentier,0,0,0,,,0,0,,
1319,Chase,0,0,0,,,0,0,,
1320,Chassie,0,0,0,,,0,0,,
1321,Chastain,0,0,0,,,0,0,,
1322,Chasteen,0,0,0,,,0,0,,
1323,Chatham,0,0,0,,,0,0,,
1324,Chatman,0,0,0,,,0,0,,
1325,Chavarria,0,0,0,,,0,0,,
1326,Chaves,0,0,0,,,0,0,,
1382,Chavez,0,0,0,,,0,0,,
1383,"Chavez Ortega",0,0,0,,,0,0,,
1384,"Chavez Partida",0,0,0,,,0,0,,
1385,"Chavez Sr",0,0,0,,,0,0,,
1327,Chavira,0,0,0,,,0,0,,
1328,Chee,0,0,0,,,0,0,,
1329,Cheeld,0,0,0,,,0,0,,
1330,Cheifetz,0,0,0,,,0,0,,
1331,Chem,0,0,0,,,0,0,,
1332,Chen,0,0,0,,,0,0,,
1333,Chertow,0,0,0,,,0,0,,
1334,Cheshire,0,0,0,,,0,0,,
1335,Chester,0,0,0,,,0,0,,
1336,Chesterman,0,0,0,,,0,0,,
1337,Chetverikoff,0,0,0,,,0,0,,
1338,Chevoya,0,0,0,,,0,0,,
1339,Chew,0,0,0,,,0,0,,
1386,Chiachi,0,0,0,,,0,0,,
1387,Chiaramonte,0,0,0,,,0,0,,
1388,Chiarenza,0,0,0,,,0,0,,
1389,Chico,0,0,0,,,0,0,,
1390,"Chico De Acosta",0,0,0,,,0,0,,
1391,Childers,0,0,0,,,0,0,,
1392,Childs,0,0,0,,,0,0,,
1393,Chin,0,0,0,,,0,0,,
1394,Chormicle,0,0,0,,,0,0,,
1395,Chow,0,0,0,,,0,0,,
1396,Choy,0,0,0,,,0,0,,
1397,CHRISMAN,0,0,0,,,0,0,,
1398,CHRISTAKES,0,0,0,,,0,0,,
1340,Christensen,0,0,0,,,0,0,,
1341,Christian,0,0,0,,,0,0,,
1342,Christianson,0,0,0,,,0,0,,
1343,Christopher,0,0,0,,,0,0,,
1344,Christy,0,0,0,,,0,0,,
1345,Chuan,0,0,0,,,0,0,,
1346,Chung,0,0,0,,,0,0,,
1347,Church,0,0,0,,,0,0,,
1348,Chvany,0,0,0,,,0,0,,
32,Cialis,0,0,0,,,0,0,303263,
213,Ciloxan,1,0,0,,,1,0,203565,
1349,Cimino,0,0,0,,,0,0,,
1399,Cinerra,0,0,0,,,0,0,,
1400,Cioffi,0,0,0,,,0,0,,
33,Ciprofloxacin,1,0,0,,,1,0,2551,
1401,Cira,0,0,0,,,0,0,,
1402,Cirner,0,0,0,,,0,0,,
1403,Cisco,0,0,0,,,0,0,,
1404,Cisneros,0,0,0,,,0,0,,
1405,Ciurash,0,0,0,,,0,0,,
1406,Clair,0,0,0,,,0,0,,
1407,Claire,0,0,0,,,0,0,,
1408,Claman,0,0,0,,,0,0,,
1409,Clapper,0,0,0,,,0,0,,
1410,Clapperton,0,0,0,,,0,0,,
34,Claritin,0,0,0,,,0,0,203576,
1411,Clark,0,0,0,,,0,0,,
1475,Clarke,0,0,0,,,0,0,,
1476,Clatt,0,0,0,,,0,0,,
1477,Claudio,0,0,0,,,0,0,,
1478,Clauss,0,0,0,,,0,0,,
1479,Clavelo,0,0,0,,,0,0,,
1480,Clayton,0,0,0,,,0,0,,
1481,Cleary,0,0,0,,,0,0,,
1482,Clegg,0,0,0,,,0,0,,
1483,Clemen,0,0,0,,,0,0,,
1484,Clemens,0,0,0,,,0,0,,
1412,Clements,0,0,0,,,0,0,,
1413,Clemmons,0,0,0,,,0,0,,
1414,CLEVELAND,0,0,0,,,0,0,,
1415,Clevenger,0,0,0,,,0,0,,
1416,Clifford,0,0,0,,,0,0,,
1417,Clifton,0,0,0,,,0,0,,
1418,Cline,0,0,0,,,0,0,,
1419,Clinton,0,0,0,,,0,0,,
1420,Clipper,0,0,0,,,0,0,,
35,Clomid,0,0,0,,,0,0,151525,
1421,Close,0,0,0,,,0,0,,
1485,Cloud,0,0,0,,,0,0,,
1486,Clovis,0,0,0,,,0,0,,
1487,Cloyd,0,0,0,,,0,0,,
1488,Co,0,0,0,,,0,0,,
1489,Coates,0,0,0,,,0,0,,
1490,Coats,0,0,0,,,0,0,,
1491,Cobarrubias,0,0,0,,,0,0,,
1492,Coble,0,0,0,,,0,0,,
1493,Coblentz,0,0,0,,,0,0,,
1422,Cochran,0,0,0,,,0,0,,
1423,Cockrill,0,0,0,,,0,0,,
1424,Coddington,0,0,0,,,0,0,,
1425,Codekas,0,0,0,,,0,0,,
1426,Coe,0,0,0,,,0,0,,
1427,Coenen,0,0,0,,,0,0,,
1428,Coffey,0,0,0,,,0,0,,
1429,Coffman,0,0,0,,,0,0,,
1430,Cognata,0,0,0,,,0,0,,
1431,Cohen,0,0,0,,,0,0,,
1494,Coin,0,0,0,,,0,0,,
36,Colace,0,0,0,,,0,0,82000,
1495,Colahan,0,0,0,,,0,0,,
1496,Colbert,0,0,0,,,0,0,,
1497,Cole,0,0,0,,,0,0,,
1498,Coleman,0,0,0,,,0,0,,
1499,Coletti,0,0,0,,,0,0,,
1500,Colker,0,0,0,,,0,0,,
1501,Collahuazo,0,0,0,,,0,0,,
1502,Collaro,0,0,0,,,0,0,,
1432,Collay,0,0,0,,,0,0,,
1433,Collazo,0,0,0,,,0,0,,
1434,Collins,0,0,0,,,0,0,,
1435,COLOMA,0,0,0,,,0,0,,
201,Combigan,1,0,0,,,1,0,746962,
327,"Combivent Inhaler",0,0,0,,,0,0,,
1436,Combs,0,0,0,,,0,0,,
1503,Comeaux,0,0,0,,,0,0,,
1504,Comer,0,0,0,,,0,0,,
1505,COMPA,0,0,0,,,0,0,,
1506,Compagna,0,0,0,,,0,0,,
1507,Comptom,0,0,0,,,0,0,,
1508,Compton,0,0,0,,,0,0,,
1509,Comrie,0,0,0,,,0,0,,
1510,Cona,0,0,0,,,0,0,,
1511,Concepcion,0,0,0,,,0,0,,
1437,Concevida,0,0,0,,,0,0,,
1438,Condit,0,0,0,,,0,0,,
1439,CONE,0,0,0,,,0,0,,
1440,Coneybeare,0,0,0,,,0,0,,
1441,Conley,0,0,0,,,0,0,,
1442,Conlon,0,0,0,,,0,0,,
1443,Conmay,0,0,0,,,0,0,,
1444,CONNEJO,0,0,0,,,0,0,,
1445,Connell,0,0,0,,,0,0,,
1446,Conner,0,0,0,,,0,0,,
1447,"Conner Denson",0,0,0,,,0,0,,
1448,Connolly,0,0,0,,,0,0,,
1449,CONRAD,0,0,0,,,0,0,,
1512,Conroy,0,0,0,,,0,0,,
1513,Constant,0,0,0,,,0,0,,
1514,Contorno,0,0,0,,,0,0,,
1515,CONTREEAS,0,0,0,,,0,0,,
1516,Contreras,0,0,0,,,0,0,,
1517,"Contreras De Vargas",0,0,0,,,0,0,,
1518,Contreraz,0,0,0,,,0,0,,
1519,Conyers,0,0,0,,,0,0,,
1520,Conyne,0,0,0,,,0,0,,
1521,Coofey,0,0,0,,,0,0,,
1450,Cook,0,0,0,,,0,0,,
1451,Cooke,0,0,0,,,0,0,,
1452,Cooks,0,0,0,,,0,0,,
1453,Cooney,0,0,0,,,0,0,,
1454,Cooper,0,0,0,,,0,0,,
1522,COPELAND,0,0,0,,,0,0,,
1523,Copleston,0,0,0,,,0,0,,
227,CoQ-10,0,0,0,,,0,0,,
1524,Cora,0,0,0,,,0,0,,
1525,CORBERT,0,0,0,,,0,0,,
1526,CORBIN,0,0,0,,,0,0,,
1527,Corcoran,0,0,0,,,0,0,,
1528,Corder,0,0,0,,,0,0,,
1529,Cordero,0,0,0,,,0,0,,
1455,"Cordero de Nunez",0,0,0,,,0,0,,
1456,Cordoba,0,0,0,,,0,0,,
1457,CORDONNIER,0,0,0,,,0,0,,
1458,Cordova,0,0,0,,,0,0,,
