Type,Code,Description,Injury,Injury Dx
D,S36892A,"Contusion of other intra-abdominal organs, initial encounter", ,Y
D,S36893A,"Laceration of other intra-abdominal organs, init encntr     ", ,Y
D,S36898A,"Other injury of other intra-abdominal organs, init encntr   ", ,Y
D,S36899A,"Unsp injury of other intra-abdominal organs, init encntr    ", ,Y
D,S3690XA,"Unsp injury of unsp intra-abdominal organ, init encntr      ", ,Y
D,S3692XA,"Contusion of unspecified intra-abdominal organ, init encntr ", ,Y
D,S3693XA,"Laceration of unspecified intra-abdominal organ, init encntr", ,Y
D,S3699XA,"Other injury of unsp intra-abdominal organ, init encntr     ", ,Y
D,S37001A,"Unspecified injury of right kidney, initial encounter       ", ,Y
D,S37002A,"Unspecified injury of left kidney, initial encounter        ", ,Y
D,S37009A,"Unspecified injury of unspecified kidney, initial encounter ", ,Y
D,S37011A,"Minor contusion of right kidney, initial encounter          ", ,Y
D,S37012A,"Minor contusion of left kidney, initial encounter           ", ,Y
D,S37019A,"Minor contusion of unspecified kidney, initial encounter    ", ,Y
D,S37021A,"Major contusion of right kidney, initial encounter          ", ,Y
D,S37022A,"Major contusion of left kidney, initial encounter           ", ,Y
D,S37029A,"Major contusion of unspecified kidney, initial encounter    ", ,Y
D,S37031A,"Laceration of right kidney, unspecified degree, init encntr ", ,Y
D,S37032A,"Laceration of left kidney, unspecified degree, init encntr  ", ,Y
D,S37039A,"Laceration of unsp kidney, unspecified degree, init encntr  ", ,Y
D,S37041A,"Minor laceration of right kidney, initial encounter         ", ,Y
D,S37042A,"Minor laceration of left kidney, initial encounter          ", ,Y
D,S37049A,"Minor laceration of unspecified kidney, initial encounter   ", ,Y
D,S37051A,"Moderate laceration of right kidney, initial encounter      ", ,Y
D,S37052A,"Moderate laceration of left kidney, initial encounter       ", ,Y
D,S37059A,"Moderate laceration of unspecified kidney, initial encounter", ,Y
D,S37061A,"Major laceration of right kidney, initial encounter         ", ,Y
D,S37062A,"Major laceration of left kidney, initial encounter          ", ,Y
D,S37069A,"Major laceration of unspecified kidney, initial encounter   ", ,Y
D,S37091A,"Other injury of right kidney, initial encounter             ", ,Y
D,S37092A,"Other injury of left kidney, initial encounter              ", ,Y
D,S37099A,"Other injury of unspecified kidney, initial encounter       ", ,Y
D,S3710XA,"Unspecified injury of ureter, initial encounter             ", ,Y
D,S3712XA,"Contusion of ureter, initial encounter                      ", ,Y
D,S3713XA,"Laceration of ureter, initial encounter                     ", ,Y
D,S3719XA,"Other injury of ureter, initial encounter                   ", ,Y
D,S3720XA,"Unspecified injury of bladder, initial encounter            ", ,Y
D,S3722XA,"Contusion of bladder, initial encounter                     ", ,Y
D,S3723XA,"Laceration of bladder, initial encounter                    ", ,Y
D,S3729XA,"Other injury of bladder, initial encounter                  ", ,Y
D,S3730XA,"Unspecified injury of urethra, initial encounter            ", ,Y
D,S3732XA,"Contusion of urethra, initial encounter                     ", ,Y
D,S3733XA,"Laceration of urethra, initial encounter                    ", ,Y
D,S3739XA,"Other injury of urethra, initial encounter                  ", ,Y
D,S37401A,"Unspecified injury of ovary, unilateral, initial encounter  ", ,Y
D,S37402A,"Unspecified injury of ovary, bilateral, initial encounter   ", ,Y
D,S37409A,"Unspecified injury of ovary, unspecified, initial encounter ", ,Y
D,S37421A,"Contusion of ovary, unilateral, initial encounter           ", ,Y
D,S37422A,"Contusion of ovary, bilateral, initial encounter            ", ,Y
D,S37429A,"Contusion of ovary, unspecified, initial encounter          ", ,Y
D,S37431A,"Laceration of ovary, unilateral, initial encounter          ", ,Y
D,S37432A,"Laceration of ovary, bilateral, initial encounter           ", ,Y
D,S37439A,"Laceration of ovary, unspecified, initial encounter         ", ,Y
D,S37491A,"Other injury of ovary, unilateral, initial encounter        ", ,Y
D,S37492A,"Other injury of ovary, bilateral, initial encounter         ", ,Y
D,S37499A,"Other injury of ovary, unspecified, initial encounter       ", ,Y
D,S37501A,"Unsp injury of fallopian tube, unilateral, init encntr      ", ,Y
D,S37502A,"Unspecified injury of fallopian tube, bilateral, init encntr", ,Y
D,S37509A,"Unsp injury of fallopian tube, unspecified, init encntr     ", ,Y
D,S37521A,"Contusion of fallopian tube, unilateral, initial encounter  ", ,Y
D,S37522A,"Contusion of fallopian tube, bilateral, initial encounter   ", ,Y
D,S37529A,"Contusion of fallopian tube, unspecified, initial encounter ", ,Y
D,S37531A,"Laceration of fallopian tube, unilateral, initial encounter ", ,Y
D,S37532A,"Laceration of fallopian tube, bilateral, initial encounter  ", ,Y
D,S37539A,"Laceration of fallopian tube, unspecified, initial encounter", ,Y
D,S37591A,"Other injury of fallopian tube, unilateral, init encntr     ", ,Y
D,S37592A,"Other injury of fallopian tube, bilateral, initial encounter", ,Y
D,S37599A,"Other injury of fallopian tube, unspecified, init encntr    ", ,Y
D,S3760XA,"Unspecified injury of uterus, initial encounter             ", ,Y
D,S3762XA,"Contusion of uterus, initial encounter                      ", ,Y
D,S3763XA,"Laceration of uterus, initial encounter                     ", ,Y
D,S3769XA,"Other injury of uterus, initial encounter                   ", ,Y
D,S37812A,"Contusion of adrenal gland, initial encounter               ", ,Y
D,S37813A,"Laceration of adrenal gland, initial encounter              ", ,Y
D,S37818A,"Other injury of adrenal gland, initial encounter            ", ,Y
D,S37819A,"Unspecified injury of adrenal gland, initial encounter      ", ,Y
D,S37822A,"Contusion of prostate, initial encounter                    ", ,Y
D,S37823A,"Laceration of prostate, initial encounter                   ", ,Y
D,S37828A,"Other injury of prostate, initial encounter                 ", ,Y
D,S37829A,"Unspecified injury of prostate, initial encounter           ", ,Y
D,S37892A,"Contusion of other urinary and pelvic organ, init encntr    ", ,Y
D,S37893A,"Laceration of other urinary and pelvic organ, init encntr   ", ,Y
D,S37898A,"Other injury of other urinary and pelvic organ, init encntr ", ,Y
D,S37899A,"Unsp injury of other urinary and pelvic organ, init encntr  ", ,Y
D,S3790XA,"Unsp injury of unsp urinary and pelvic organ, init encntr   ", ,Y
D,S3792XA,"Contusion of unsp urinary and pelvic organ, init encntr     ", ,Y
D,S3793XA,"Laceration of unsp urinary and pelvic organ, init encntr    ", ,Y
D,S3799XA,"Other injury of unsp urinary and pelvic organ, init encntr  ", ,Y
D,S38001A,"Crushing injury of unsp external genital organs, male, init ", ,Y
D,S38002A,"Crushing inj unsp external genital organs, female, init     ", ,Y
D,S3801XA,"Crushing injury of penis, initial encounter                 ", ,Y
D,S3802XA,"Crushing injury of scrotum and testis, initial encounter    ", ,Y
D,S3803XA,"Crushing injury of vulva, initial encounter                 ", ,Y
D,S381XXA,"Crushing injury of abdomen, lower back, and pelvis, init    ", ,Y
D,S38211A,"Complete traum amp of female external genital organs, init  ", ,Y
D,S38212A,"Partial traum amp of female external genital organs, init   ", ,Y
D,S38221A,"Complete traumatic amputation of penis, initial encounter   ", ,Y
D,S38222A,"Partial traumatic amputation of penis, initial encounter    ", ,Y
D,S38231A,"Complete traumatic amputation of scrotum and testis, init   ", ,Y
D,S38232A,"Partial traumatic amputation of scrotum and testis, init    ", ,Y
D,S39001A,"Unsp injury of muscle, fascia and tendon of abdomen, init   ", ,Y
D,S39002A,"Unsp injury of muscle, fascia and tendon of lower back, init", ,Y
D,S39003A,"Unsp injury of muscle, fascia and tendon of pelvis, init    ", ,Y
D,S39011A,"Strain of muscle, fascia and tendon of abdomen, init encntr ", ,Y
D,S39012A,"Strain of muscle, fascia and tendon of lower back, init     ", ,Y
D,S39013A,"Strain of muscle, fascia and tendon of pelvis, init encntr  ", ,Y
D,S39021A,"Laceration of muscle, fascia and tendon of abdomen, init    ", ,Y
D,S39022A,"Laceration of muscle, fascia and tendon of lower back, init ", ,Y
D,S39023A,"Laceration of muscle, fascia and tendon of pelvis, init     ", ,Y
D,S39091A,"Inj muscle, fascia and tendon of abdomen, init encntr       ", ,Y
D,S39092A,"Inj muscle, fascia and tendon of lower back, init encntr    ", ,Y
D,S39093A,"Inj muscle, fascia and tendon of pelvis, init encntr        ", ,Y
D,S3981XA,"Other specified injuries of abdomen, initial encounter      ", ,Y
D,S3982XA,"Other specified injuries of lower back, initial encounter   ", ,Y
D,S3983XA,"Other specified injuries of pelvis, initial encounter       ", ,Y
D,S39840A,"Fracture of corpus cavernosum penis, initial encounter      ", ,Y
D,S39848A,"Other specified injuries of external genitals, init encntr  ", ,Y
D,S3991XA,"Unspecified injury of abdomen, initial encounter            ", ,Y
D,S3992XA,"Unspecified injury of lower back, initial encounter         ", ,Y
D,S3993XA,"Unspecified injury of pelvis, initial encounter             ", ,Y
D,S3994XA,"Unspecified injury of external genitals, initial encounter  ", ,Y
D,S40011A,"Contusion of right shoulder, initial encounter              ", ,Y
D,S40012A,"Contusion of left shoulder, initial encounter               ", ,Y
D,S40019A,"Contusion of unspecified shoulder, initial encounter        ", ,Y
D,S40021A,"Contusion of right upper arm, initial encounter             ", ,Y
D,S40022A,"Contusion of left upper arm, initial encounter              ", ,Y
D,S40029A,"Contusion of unspecified upper arm, initial encounter       ", ,Y
D,S40211A,"Abrasion of right shoulder, initial encounter               ", ,Y
D,S40212A,"Abrasion of left shoulder, initial encounter                ", ,Y
D,S40219A,"Abrasion of unspecified shoulder, initial encounter         ", ,Y
D,S40221A,"Blister (nonthermal) of right shoulder, initial encounter   ", ,Y
D,S40222A,"Blister (nonthermal) of left shoulder, initial encounter    ", ,Y
D,S40229A,"Blister (nonthermal) of unspecified shoulder, init encntr   ", ,Y
D,S40241A,"External constriction of right shoulder, initial encounter  ", ,Y
D,S40242A,"External constriction of left shoulder, initial encounter   ", ,Y
D,S40249A,"External constriction of unspecified shoulder, init encntr  ", ,Y
D,S40251A,"Superficial foreign body of right shoulder, init encntr     ", ,Y
D,S40252A,"Superficial foreign body of left shoulder, initial encounter", ,Y
D,S40259A,"Superficial foreign body of unsp shoulder, init encntr      ", ,Y
D,S40261A,"Insect bite (nonvenomous) of right shoulder, init encntr    ", ,Y
D,S40262A,"Insect bite (nonvenomous) of left shoulder, init encntr     ", ,Y
D,S40269A,"Insect bite (nonvenomous) of unsp shoulder, init encntr     ", ,Y
D,S40271A,"Other superficial bite of right shoulder, initial encounter ", ,Y
D,S40272A,"Other superficial bite of left shoulder, initial encounter  ", ,Y
D,S40279A,"Other superficial bite of unspecified shoulder, init encntr ", ,Y
D,S40811A,"Abrasion of right upper arm, initial encounter              ", ,Y
D,S40812A,"Abrasion of left upper arm, initial encounter               ", ,Y
D,S40819A,"Abrasion of unspecified upper arm, initial encounter        ", ,Y
D,S40821A,"Blister (nonthermal) of right upper arm, initial encounter  ", ,Y
D,S40822A,"Blister (nonthermal) of left upper arm, initial encounter   ", ,Y
D,S40829A,"Blister (nonthermal) of unspecified upper arm, init encntr  ", ,Y
D,S40841A,"External constriction of right upper arm, initial encounter ", ,Y
D,S40842A,"External constriction of left upper arm, initial encounter  ", ,Y
D,S40849A,"External constriction of unspecified upper arm, init encntr ", ,Y
D,S40851A,"Superficial foreign body of right upper arm, init encntr    ", ,Y
D,S40852A,"Superficial foreign body of left upper arm, init encntr     ", ,Y
D,S40859A,"Superficial foreign body of unsp upper arm, init encntr     ", ,Y
D,S40861A,"Insect bite (nonvenomous) of right upper arm, init encntr   ", ,Y
D,S40862A,"Insect bite (nonvenomous) of left upper arm, init encntr    ", ,Y
D,S40869A,"Insect bite (nonvenomous) of unsp upper arm, init encntr    ", ,Y
D,S40871A,"Other superficial bite of right upper arm, initial encounter", ,Y
D,S40872A,"Other superficial bite of left upper arm, initial encounter ", ,Y
D,S40879A,"Other superficial bite of unspecified upper arm, init encntr", ,Y
D,S40911A,"Unsp superficial injury of right shoulder, init encntr      ", ,Y
D,S40912A,"Unspecified superficial injury of left shoulder, init encntr", ,Y
D,S40919A,"Unsp superficial injury of unspecified shoulder, init encntr", ,Y
D,S40921A,"Unsp superficial injury of right upper arm, init encntr     ", ,Y
D,S40922A,"Unsp superficial injury of left upper arm, init encntr      ", ,Y
D,S40929A,"Unsp superficial injury of unsp upper arm, init encntr      ", ,Y
D,S41001A,"Unspecified open wound of right shoulder, initial encounter ", ,Y
D,S41002A,"Unspecified open wound of left shoulder, initial encounter  ", ,Y
D,S41009A,"Unspecified open wound of unspecified shoulder, init encntr ", ,Y
D,S41011A,"Laceration w/o foreign body of right shoulder, init encntr  ", ,Y
D,S41012A,"Laceration w/o foreign body of left shoulder, init encntr   ", ,Y
D,S41019A,"Laceration w/o foreign body of unsp shoulder, init encntr   ", ,Y
D,S41021A,"Laceration with foreign body of right shoulder, init encntr ", ,Y
D,S41022A,"Laceration with foreign body of left shoulder, init encntr  ", ,Y
D,S41029A,"Laceration with foreign body of unsp shoulder, init encntr  ", ,Y
D,S41031A,"Puncture wound w/o foreign body of right shoulder, init     ", ,Y
D,S41032A,"Puncture wound w/o foreign body of left shoulder, init      ", ,Y
D,S41039A,"Puncture wound w/o foreign body of unsp shoulder, init      ", ,Y
D,S41041A,"Puncture wound w foreign body of right shoulder, init encntr", ,Y
D,S41042A,"Puncture wound w foreign body of left shoulder, init encntr ", ,Y
D,S41049A,"Puncture wound w foreign body of unsp shoulder, init encntr ", ,Y
D,S41051A,"Open bite of right shoulder, initial encounter              ", ,Y
D,S41052A,"Open bite of left shoulder, initial encounter               ", ,Y
D,S41059A,"Open bite of unspecified shoulder, initial encounter        ", ,Y
D,S41101A,"Unspecified open wound of right upper arm, initial encounter", ,Y
D,S41102A,"Unspecified open wound of left upper arm, initial encounter ", ,Y
D,S41109A,"Unspecified open wound of unspecified upper arm, init encntr", ,Y
D,S41111A,"Laceration w/o foreign body of right upper arm, init encntr ", ,Y
D,S41112A,"Laceration w/o foreign body of left upper arm, init encntr  ", ,Y
D,S41119A,"Laceration w/o foreign body of unsp upper arm, init encntr  ", ,Y
D,S41121A,"Laceration with foreign body of right upper arm, init encntr", ,Y
D,S41122A,"Laceration with foreign body of left upper arm, init encntr ", ,Y
D,S41129A,"Laceration with foreign body of unsp upper arm, init encntr ", ,Y
D,S41131A,"Puncture wound w/o foreign body of right upper arm, init    ", ,Y
D,S41132A,"Puncture wound w/o foreign body of left upper arm, init     ", ,Y
D,S41139A,"Puncture wound w/o foreign body of unsp upper arm, init     ", ,Y
D,S41141A,"Puncture wound w foreign body of right upper arm, init      ", ,Y
D,S41142A,"Puncture wound w foreign body of left upper arm, init encntr", ,Y
D,S41149A,"Puncture wound w foreign body of unsp upper arm, init encntr", ,Y
D,S41151A,"Open bite of right upper arm, initial encounter             ", ,Y
D,S41152A,"Open bite of left upper arm, initial encounter              ", ,Y
D,S41159A,"Open bite of unspecified upper arm, initial encounter       ", ,Y
D,S42001A,"Fracture of unsp part of right clavicle, init for clos fx   ", ,Y
D,S42001B,"Fracture of unsp part of right clavicle, init for opn fx    ", ,Y
D,S42002A,"Fracture of unsp part of left clavicle, init for clos fx    ", ,Y
D,S42002B,"Fracture of unsp part of left clavicle, init for opn fx     ", ,Y
D,S42009A,"Fracture of unsp part of unsp clavicle, init for clos fx    ", ,Y
D,S42009B,"Fracture of unsp part of unsp clavicle, init for opn fx     ", ,Y
D,S42011A,"Anterior disp fx of sternal end of right clavicle, init     ", ,Y
D,S42011B,"Ant disp fx of sternal end of r clavicle, init for opn fx   ", ,Y
D,S42012A,"Anterior disp fx of sternal end of left clavicle, init      ", ,Y
D,S42012B,"Ant disp fx of sternal end of l clavicle, init for opn fx   ", ,Y
D,S42013A,"Anterior disp fx of sternal end of unsp clavicle, init      ", ,Y
D,S42013B,"Ant disp fx of sternal end of unsp clavicle, init for opn fx", ,Y
D,S42014A,"Posterior disp fx of sternal end of right clavicle, init    ", ,Y
D,S42014B,"Post disp fx of sternal end of r clavicle, init for opn fx  ", ,Y
D,S42015A,"Posterior disp fx of sternal end of left clavicle, init     ", ,Y
D,S42015B,"Post disp fx of sternal end of l clavicle, init for opn fx  ", ,Y
D,S42016A,"Posterior disp fx of sternal end of unsp clavicle, init     ", ,Y
D,S42016B,"Post disp fx of sternal end unsp clavicle, init for opn fx  ", ,Y
D,S42017A,"Nondisp fx of sternal end of right clavicle, init           ", ,Y
D,S42017B,"Nondisp fx of sternal end of right clavicle, init for opn fx", ,Y
D,S42018A,"Nondisp fx of sternal end of left clavicle, init for clos fx", ,Y
D,S42018B,"Nondisp fx of sternal end of left clavicle, init for opn fx ", ,Y
D,S42019A,"Nondisp fx of sternal end of unsp clavicle, init for clos fx", ,Y
D,S42019B,"Nondisp fx of sternal end of unsp clavicle, init for opn fx ", ,Y
D,S42021A,"Disp fx of shaft of right clavicle, init for clos fx        ", ,Y
D,S42021B,"Disp fx of shaft of right clavicle, init for opn fx         ", ,Y
D,S42022A,"Disp fx of shaft of left clavicle, init for clos fx         ", ,Y
D,S42022B,"Disp fx of shaft of left clavicle, init for opn fx          ", ,Y
D,S42023A,"Disp fx of shaft of unsp clavicle, init for clos fx         ", ,Y
D,S42023B,"Disp fx of shaft of unsp clavicle, init for opn fx          ", ,Y
D,S42024A,"Nondisp fx of shaft of right clavicle, init for clos fx     ", ,Y
D,S42024B,"Nondisp fx of shaft of right clavicle, init for opn fx      ", ,Y
D,S42025A,"Nondisp fx of shaft of left clavicle, init for clos fx      ", ,Y
D,S42025B,"Nondisp fx of shaft of left clavicle, init for opn fx       ", ,Y
D,S42026A,"Nondisp fx of shaft of unsp clavicle, init for clos fx      ", ,Y
D,S42026B,"Nondisp fx of shaft of unsp clavicle, init for opn fx       ", ,Y
D,S42031A,"Disp fx of lateral end of right clavicle, init for clos fx  ", ,Y
D,S42031B,"Disp fx of lateral end of right clavicle, init for opn fx   ", ,Y
D,S42032A,"Disp fx of lateral end of left clavicle, init for clos fx   ", ,Y
D,S42032B,"Disp fx of lateral end of left clavicle, init for opn fx    ", ,Y
D,S42033A,"Disp fx of lateral end of unsp clavicle, init for clos fx   ", ,Y
D,S42033B,"Disp fx of lateral end of unsp clavicle, init for opn fx    ", ,Y
D,S42034A,"Nondisp fx of lateral end of right clavicle, init           ", ,Y
D,S42034B,"Nondisp fx of lateral end of right clavicle, init for opn fx", ,Y
D,S42035A,"Nondisp fx of lateral end of left clavicle, init for clos fx", ,Y
D,S42035B,"Nondisp fx of lateral end of left clavicle, init for opn fx ", ,Y
D,S42036A,"Nondisp fx of lateral end of unsp clavicle, init for clos fx", ,Y
D,S42036B,"Nondisp fx of lateral end of unsp clavicle, init for opn fx ", ,Y
D,S42101A,"Fracture of unsp part of scapula, right shoulder, init      ", ,Y
D,S42101B,"Fx unsp part of scapula, r shoulder, init for opn fx        ", ,Y
D,S42102A,"Fracture of unsp part of scapula, left shoulder, init       ", ,Y
D,S42102B,"Fx unsp part of scapula, l shoulder, init for opn fx        ", ,Y
D,S42109A,"Fracture of unsp part of scapula, unsp shoulder, init       ", ,Y
D,S42109B,"Fx unsp part of scapula, unsp shoulder, init for opn fx     ", ,Y
D,S42111A,"Disp fx of body of scapula, right shoulder, init for clos fx", ,Y
D,S42111B,"Disp fx of body of scapula, right shoulder, init for opn fx ", ,Y
D,S42112A,"Disp fx of body of scapula, left shoulder, init for clos fx ", ,Y
D,S42112B,"Disp fx of body of scapula, left shoulder, init for opn fx  ", ,Y
D,S42113A,"Disp fx of body of scapula, unsp shoulder, init for clos fx ", ,Y
D,S42113B,"Disp fx of body of scapula, unsp shoulder, init for opn fx  ", ,Y
D,S42114A,"Nondisp fx of body of scapula, right shoulder, init         ", ,Y
D,S42114B,"Nondisp fx of body of scapula, r shoulder, init for opn fx  ", ,Y
D,S42115A,"Nondisp fx of body of scapula, left shoulder, init          ", ,Y
D,S42115B,"Nondisp fx of body of scapula, l shoulder, init for opn fx  ", ,Y
D,S42116A,"Nondisp fx of body of scapula, unsp shoulder, init          ", ,Y
D,S42116B,"Nondisp fx of body of scapula, unsp shldr, init for opn fx  ", ,Y
D,S42121A,"Disp fx of acromial process, right shoulder, init           ", ,Y
D,S42121B,"Disp fx of acromial process, right shoulder, init for opn fx", ,Y
D,S42122A,"Disp fx of acromial process, left shoulder, init for clos fx", ,Y
D,S42122B,"Disp fx of acromial process, left shoulder, init for opn fx ", ,Y
D,S42123A,"Disp fx of acromial process, unsp shoulder, init for clos fx", ,Y
D,S42123B,"Disp fx of acromial process, unsp shoulder, init for opn fx ", ,Y
D,S42124A,"Nondisp fx of acromial process, right shoulder, init        ", ,Y
D,S42124B,"Nondisp fx of acromial process, r shoulder, init for opn fx ", ,Y
D,S42125A,"Nondisp fx of acromial process, left shoulder, init         ", ,Y
D,S42125B,"Nondisp fx of acromial process, l shoulder, init for opn fx ", ,Y
D,S42126A,"Nondisp fx of acromial process, unsp shoulder, init         ", ,Y
D,S42126B,"Nondisp fx of acromial process, unsp shldr, init for opn fx ", ,Y
D,S42131A,"Disp fx of coracoid process, right shoulder, init           ", ,Y
D,S42131B,"Disp fx of coracoid process, right shoulder, init for opn fx", ,Y
D,S42132A,"Disp fx of coracoid process, left shoulder, init for clos fx", ,Y
D,S42132B,"Disp fx of coracoid process, left shoulder, init for opn fx ", ,Y
D,S42133A,"Disp fx of coracoid process, unsp shoulder, init for clos fx", ,Y
D,S42133B,"Disp fx of coracoid process, unsp shoulder, init for opn fx ", ,Y
D,S42134A,"Nondisp fx of coracoid process, right shoulder, init        ", ,Y
D,S42134B,"Nondisp fx of coracoid process, r shoulder, init for opn fx ", ,Y
D,S42135A,"Nondisp fx of coracoid process, left shoulder, init         ", ,Y
D,S42135B,"Nondisp fx of coracoid process, l shoulder, init for opn fx ", ,Y
D,S42136A,"Nondisp fx of coracoid process, unsp shoulder, init         ", ,Y
D,S42136B,"Nondisp fx of coracoid process, unsp shldr, init for opn fx ", ,Y
D,S42141A,"Disp fx of glenoid cavity of scapula, right shoulder, init  ", ,Y
D,S42141B,"Disp fx of glenoid cav of scapula, r shldr, init for opn fx ", ,Y
D,S42142A,"Disp fx of glenoid cavity of scapula, left shoulder, init   ", ,Y
D,S42142B,"Disp fx of glenoid cav of scapula, l shldr, init for opn fx ", ,Y
D,S42143A,"Disp fx of glenoid cavity of scapula, unsp shoulder, init   ", ,Y
D,S42143B,"Disp fx of glenoid cav of scapula, unsp shldr, 7thB         ", ,Y
D,S42144A,"Nondisp fx of glenoid cav of scapula, right shoulder, init  ", ,Y
D,S42144B,"Nondisp fx of glenoid cav of scapula, r shldr, 7thB         ", ,Y
D,S42145A,"Nondisp fx of glenoid cavity of scapula, left shoulder, init", ,Y
D,S42145B,"Nondisp fx of glenoid cav of scapula, l shldr, 7thB         ", ,Y
D,S42146A,"Nondisp fx of glenoid cavity of scapula, unsp shoulder, init", ,Y
D,S42146B,"Nondisp fx of glenoid cav of scapula, unsp shldr, 7thB      ", ,Y
D,S42151A,"Disp fx of neck of scapula, right shoulder, init for clos fx", ,Y
D,S42151B,"Disp fx of neck of scapula, right shoulder, init for opn fx ", ,Y
D,S42152A,"Disp fx of neck of scapula, left shoulder, init for clos fx ", ,Y
D,S42152B,"Disp fx of neck of scapula, left shoulder, init for opn fx  ", ,Y
D,S42153A,"Disp fx of neck of scapula, unsp shoulder, init for clos fx ", ,Y
D,S42153B,"Disp fx of neck of scapula, unsp shoulder, init for opn fx  ", ,Y
D,S42154A,"Nondisp fx of neck of scapula, right shoulder, init         ", ,Y
D,S42154B,"Nondisp fx of neck of scapula, r shoulder, init for opn fx  ", ,Y
D,S42155A,"Nondisp fx of neck of scapula, left shoulder, init          ", ,Y
D,S42155B,"Nondisp fx of neck of scapula, l shoulder, init for opn fx  ", ,Y
D,S42156A,"Nondisp fx of neck of scapula, unsp shoulder, init          ", ,Y
D,S42156B,"Nondisp fx of neck of scapula, unsp shldr, init for opn fx  ", ,Y
D,S42191A,"Fracture of oth part of scapula, right shoulder, init       ", ,Y
D,S42191B,"Fracture oth prt scapula, right shoulder, init for opn fx   ", ,Y
D,S42192A,"Fracture of oth part of scapula, left shoulder, init        ", ,Y
D,S42192B,"Fracture oth prt scapula, left shoulder, init for opn fx    ", ,Y
D,S42199A,"Fracture of oth part of scapula, unsp shoulder, init        ", ,Y
D,S42199B,"Fracture oth prt scapula, unsp shoulder, init for opn fx    ", ,Y
D,S42201A,"Unsp fracture of upper end of right humerus, init           ", ,Y
D,S42201B,"Unsp fracture of upper end of right humerus, init for opn fx", ,Y
D,S42202A,"Unsp fracture of upper end of left humerus, init for clos fx", ,Y
D,S42202B,"Unsp fracture of upper end of left humerus, init for opn fx ", ,Y
D,S42209A,"Unsp fracture of upper end of unsp humerus, init for clos fx", ,Y
D,S42209B,"Unsp fracture of upper end of unsp humerus, init for opn fx ", ,Y
D,S42211A,"Unsp disp fx of surgical neck of right humerus, init        ", ,Y
D,S42211B,"Unsp disp fx of surgical neck of r humerus, init for opn fx ", ,Y
D,S42212A,"Unsp disp fx of surgical neck of left humerus, init         ", ,Y
D,S42212B,"Unsp disp fx of surgical neck of l humerus, init for opn fx ", ,Y
D,S42213A,"Unsp disp fx of surgical neck of unsp humerus, init         ", ,Y
D,S42213B,"Unsp disp fx of surg neck of unsp humerus, init for opn fx  ", ,Y
D,S42214A,"Unsp nondisp fx of surgical neck of right humerus, init     ", ,Y
D,S42214B,"Unsp nondisp fx of surg neck of r humerus, init for opn fx  ", ,Y
D,S42215A,"Unsp nondisp fx of surgical neck of left humerus, init      ", ,Y
D,S42215B,"Unsp nondisp fx of surg neck of l humerus, init for opn fx  ", ,Y
D,S42216A,"Unsp nondisp fx of surgical neck of unsp humerus, init      ", ,Y
D,S42216B,"Unsp nondisp fx of surg neck of unsp humer, init for opn fx ", ,Y
D,S42221A,"2-part disp fx of surgical neck of right humerus, init      ", ,Y
D,S42221B,"2-part disp fx of surg neck of r humerus, init for opn fx   ", ,Y
D,S42222A,"2-part disp fx of surgical neck of left humerus, init       ", ,Y
D,S42222B,"2-part disp fx of surg neck of l humerus, init for opn fx   ", ,Y
D,S42223A,"2-part disp fx of surgical neck of unsp humerus, init       ", ,Y
D,S42223B,"2-part disp fx of surg neck of unsp humerus, init for opn fx", ,Y
D,S42224A,"2-part nondisp fx of surgical neck of right humerus, init   ", ,Y
D,S42224B,"2-part nondisp fx of surg neck of r humerus, init for opn fx", ,Y
D,S42225A,"2-part nondisp fx of surgical neck of left humerus, init    ", ,Y
D,S42225B,"2-part nondisp fx of surg neck of l humerus, init for opn fx", ,Y
D,S42226A,"2-part nondisp fx of surgical neck of unsp humerus, init    ", ,Y
D,S42226B,"2-part nondisp fx of surg nk of unsp humer, init for opn fx ", ,Y
D,S42231A,"3-part fracture of surgical neck of right humerus, init     ", ,Y
D,S42231B,"3-part fx surgical neck of r humerus, init for opn fx       ", ,Y
D,S42232A,"3-part fracture of surgical neck of left humerus, init      ", ,Y
D,S42232B,"3-part fx surgical neck of l humerus, init for opn fx       ", ,Y
D,S42239A,"3-part fracture of surgical neck of unsp humerus, init      ", ,Y
D,S42239B,"3-part fx surgical neck of unsp humerus, init for opn fx    ", ,Y
D,S42241A,"4-part fracture of surgical neck of right humerus, init     ", ,Y
D,S42241B,"4-part fx surgical neck of r humerus, init for opn fx       ", ,Y
D,S42242A,"4-part fracture of surgical neck of left humerus, init      ", ,Y
D,S42242B,"4-part fx surgical neck of l humerus, init for opn fx       ", ,Y
D,S42249A,"4-part fracture of surgical neck of unsp humerus, init      ", ,Y
D,S42249B,"4-part fx surgical neck of unsp humerus, init for opn fx    ", ,Y
D,S42251A,"Disp fx of greater tuberosity of right humerus, init        ", ,Y
D,S42251B,"Disp fx of greater tuberosity of r humerus, init for opn fx ", ,Y
D,S42252A,"Disp fx of greater tuberosity of left humerus, init         ", ,Y
D,S42252B,"Disp fx of greater tuberosity of l humerus, init for opn fx ", ,Y
D,S42253A,"Disp fx of greater tuberosity of unsp humerus, init         ", ,Y
D,S42253B,"Disp fx of greater tuberosity of unsp humer, init for opn fx", ,Y
D,S42254A,"Nondisp fx of greater tuberosity of right humerus, init     ", ,Y
