Type,Code,Description,Injury,Injury Dx
D,V9353XA,"Explosion on board other powered watercraft, init encntr    ",R, 
D,V9354XA,"Explosion on board sailboat, initial encounter              ",R, 
D,V9359XA,"Explosion on board unspecified watercraft, initial encounter",R, 
D,V9360XA,"Machinery accident on board merchant ship, initial encounter",R, 
D,V9361XA,"Machinery accident on board passenger ship, init encntr     ",R, 
D,V9362XA,"Machinery accident on board fishing boat, initial encounter ",R, 
D,V9363XA,"Machinery accident on board oth powered watercraft, init    ",R, 
D,V9364XA,"Machinery accident on board sailboat, initial encounter     ",R, 
D,V9369XA,"Machinery accident on board unsp watercraft, init encntr    ",R, 
D,V9380XA,"Oth injury due to oth accident on board merchant ship, init ",R, 
D,V9381XA,"Oth injury due to oth accident on board passenger ship, init",R, 
D,V9382XA,"Oth injury due to oth accident on board fishing boat, init  ",R, 
D,V9383XA,"Oth injury due to oth acc on board oth powered wtrcrft, init",R, 
D,V9384XA,"Oth injury due to oth accident on board sailboat, init      ",R, 
D,V9385XA,"Oth injury due to oth accident on board canoe or kayak, init",R, 
D,V9386XA,"Oth injury due to oth accident on board inflatbl crft, init ",R, 
D,V9387XA,"Oth injury due to oth accident on board water-skis, init    ",R, 
D,V9388XA,"Oth injury due to oth accident on board unpowr wtrcrft, init",R, 
D,V9389XA,"Oth injury due to oth accident on board unsp wtrcrft, init  ",R, 
D,V940XXA,"Hitting obj/botm of body of wtr d/t fall from wtrcrft, init ",R, 
D,V9411XA,"Bather struck by powered watercraft, initial encounter      ",R, 
D,V9412XA,"Bather struck by nonpowered watercraft, initial encounter   ",R, 
D,V9421XA,"Rider of nonpowr wtrcrft struck by oth nonpowr wtrcrft, init",R, 
D,V9422XA,"Rider of nonpowr wtrcrft struck by powered watercraft, init ",R, 
D,V9431XA,"Inj to rider of recreatl wtrcrft puld beh oth wtrcrft, init ",R, 
D,V9432XA,"Inj to rider of nonrecr wtrcrft puld beh oth wtrcrft, init  ",R, 
D,V944XXA,"Injury to barefoot water-skier, initial encounter           ",R, 
D,V94810A,"Civilian wtrcrft in water trnsp acc w military wtrcrft, init",R, 
D,V94811A,"Civilian in water injured by military watercraft, init      ",R, 
D,V94818A,"Oth water transport accident w military wtrcrft, init       ",R, 
D,V9489XA,"Other water transport accident, initial encounter           ",R, 
D,V949XXA,"Unspecified water transport accident, initial encounter     ",R, 
D,V9500XA,"Unsp helicopter accident injuring occupant, init encntr     ",R, 
D,V9501XA,"Helicopter crash injuring occupant, initial encounter       ",R, 
D,V9502XA,"Forced landing of helicopter injuring occupant, init encntr ",R, 
D,V9503XA,"Helicopter collision injuring occupant, initial encounter   ",R, 
D,V9504XA,"Helicopter fire injuring occupant, initial encounter        ",R, 
D,V9505XA,"Helicopter explosion injuring occupant, initial encounter   ",R, 
D,V9509XA,"Other helicopter accident injuring occupant, init encntr    ",R, 
D,V9510XA,"Unsp ultralt/microlt/pwr-glider acc injuring occupant, init ",R, 
D,V9511XA,"Ultralt/microlt/pwr-glider crash injuring occupant, init    ",R, 
D,V9512XA,"Forced landing of ultralt/microlt/pwr-glider inj occ, init  ",R, 
D,V9513XA,"Ultralt/microlt/pwr-glider collision injuring occupant, init",R, 
D,V9514XA,"Ultralt/microlt/pwr-glider fire injuring occupant, init     ",R, 
D,V9515XA,"Ultralt/microlt/pwr-glider explosion injuring occupant, init",R, 
D,V9519XA,"Oth ultralt/microlt/pwr-glider acc injuring occupant, init  ",R, 
D,V9520XA,"Unsp acc to oth private fix-wing arcrft, inj occupant, init ",R, 
D,V9521XA,"Oth private fix-wing aircraft crash injuring occupant, init ",R, 
D,V9522XA,"Forced landing of private fix-wing arcrft inj occupant, init",R, 
D,V9523XA,"Oth private fix-wing aircraft clsn injuring occupant, init  ",R, 
D,V9524XA,"Oth private fixed-wing aircraft fire injuring occupant, init",R, 
D,V9525XA,"Oth private fix-wing arcrft explosn injuring occupant, init ",R, 
D,V9529XA,"Oth acc to oth private fix-wing arcrft inj occupant, init   ",R, 
D,V9530XA,"Unsp acc to commrcl fix-wing arcrft injuring occupant, init ",R, 
D,V9531XA,"Commercial fixed-wing aircraft crash injuring occupant, init",R, 
D,V9532XA,"Forced landing of commrcl fix-wing arcrft inj occupant, init",R, 
D,V9533XA,"Commrcl fix-wing aircraft collision injuring occupant, init ",R, 
D,V9534XA,"Commercial fixed-wing aircraft fire injuring occupant, init ",R, 
D,V9535XA,"Commrcl fix-wing aircraft explosion injuring occupant, init ",R, 
D,V9539XA,"Oth acc to commrcl fix-wing aircraft injuring occupant, init",R, 
D,V9540XA,"Unsp spacecraft accident injuring occupant, init encntr     ",R, 
D,V9541XA,"Spacecraft crash injuring occupant, initial encounter       ",R, 
D,V9542XA,"Forced landing of spacecraft injuring occupant, init encntr ",R, 
D,V9543XA,"Spacecraft collision injuring occupant, initial encounter   ",R, 
D,V9544XA,"Spacecraft fire injuring occupant, initial encounter        ",R, 
D,V9545XA,"Spacecraft explosion injuring occupant, initial encounter   ",R, 
D,V9549XA,"Other spacecraft accident injuring occupant, init encntr    ",R, 
D,V958XXA,"Oth powered aircraft accidents injuring occupant, init      ",R, 
D,V959XXA,"Unspecified aircraft accident injuring occupant, init encntr",R, 
D,V9600XA,"Unspecified balloon accident injuring occupant, init encntr ",R, 
D,V9601XA,"Balloon crash injuring occupant, initial encounter          ",R, 
D,V9602XA,"Forced landing of balloon injuring occupant, init encntr    ",R, 
D,V9603XA,"Balloon collision injuring occupant, initial encounter      ",R, 
D,V9604XA,"Balloon fire injuring occupant, initial encounter           ",R, 
D,V9605XA,"Balloon explosion injuring occupant, initial encounter      ",R, 
D,V9609XA,"Other balloon accident injuring occupant, initial encounter ",R, 
D,V9610XA,"Unsp hang-glider accident injuring occupant, init encntr    ",R, 
D,V9611XA,"Hang-glider crash injuring occupant, initial encounter      ",R, 
D,V9612XA,"Forced landing of hang-glider injuring occupant, init encntr",R, 
D,V9613XA,"Hang-glider collision injuring occupant, initial encounter  ",R, 
D,V9614XA,"Hang-glider fire injuring occupant, initial encounter       ",R, 
D,V9615XA,"Hang-glider explosion injuring occupant, initial encounter  ",R, 
D,V9619XA,"Other hang-glider accident injuring occupant, init encntr   ",R, 
D,V9620XA,"Unsp glider (nonpowered) accident injuring occupant, init   ",R, 
D,V9621XA,"Glider (nonpowered) crash injuring occupant, init encntr    ",R, 
D,V9622XA,"Forced landing of glider injuring occupant, init            ",R, 
D,V9623XA,"Glider (nonpowered) collision injuring occupant, init encntr",R, 
D,V9624XA,"Glider (nonpowered) fire injuring occupant, init encntr     ",R, 
D,V9625XA,"Glider (nonpowered) explosion injuring occupant, init encntr",R, 
D,V9629XA,"Oth glider (nonpowered) accident injuring occupant, init    ",R, 
D,V968XXA,"Oth nonpowered-aircraft accidents injuring occupant, init   ",R, 
D,V969XXA,"Unsp nonpowered-aircraft accident injuring occupant, init   ",R, 
D,V970XXA,"Occupant of aircraft injured in oth air transport acc, init ",R, 
D,V971XXA,"Person injured wh brd/alit from aircraft, init              ",R, 
D,V9721XA,"Parachutist entangled in object, initial encounter          ",R, 
D,V9722XA,"Parachutist injured on landing, initial encounter           ",R, 
D,V9729XA,"Other parachutist accident, initial encounter               ",R, 
D,V9731XA,"Hit by object falling from aircraft, initial encounter      ",R, 
D,V9732XA,"Injured by rotating propeller, initial encounter            ",R, 
D,V9733XA,"Sucked into jet engine, initial encounter                   ",R, 
D,V9739XA,"Oth injury to person on ground due to air trnsp acc, init   ",R, 
D,V97810A,"Civilian aircraft in air trnsp acc w military aircraft, init",R, 
D,V97811A,"Civilian injured by military aircraft, initial encounter    ",R, 
D,V97818A,"Oth air transport accident involving military aircraft, init",R, 
D,V9789XA,"Oth air transport accidents, not elsewhere classified, init ",R, 
D,V980XXA,"Accident to, on or involving cable-car, not on rails, init  ",R, 
D,V981XXA,"Accident to, on or involving land-yacht, initial encounter  ",R, 
D,V982XXA,"Accident to, on or involving ice yacht, initial encounter   ",R, 
D,V983XXA,"Accident to, on or involving ski lift, initial encounter    ",R, 
D,V988XXA,"Other specified transport accidents, initial encounter      ",R, 
D,V99XXXA,"Unspecified transport accident, initial encounter           ",R, 
D,W000XXA,"Fall on same level due to ice and snow, initial encounter   ",R, 
D,W001XXA,"Fall from stairs and steps due to ice and snow, init encntr ",R, 
D,W002XXA,"Oth fall from one level to another due to ice and snow, init",R, 
D,W009XXA,"Unspecified fall due to ice and snow, initial encounter     ",R, 
D,W010XXA,"Fall same lev from slip/trip w/o strike against object, init",R, 
D,W0110XA,"Fall same lev from slip/trip w strike agnst unsp obj, init  ",R, 
D,W01110A,"Fall same lev from slip/trip w strk agnst sharp glass, init ",R, 
D,W01111A,"Fall same lev from slip/trip w strk agnst pwr tl/machn, init",R, 
D,W01118A,"Fall same lev fr slip/trip w strk agnst oth sharp obj, init ",R, 
D,W01119A,"Fall same lev fr slip/trip w strk agnst unsp sharp obj, init",R, 
D,W01190A,"Fall same lev from slip/trip w strike agnst furniture, init ",R, 
D,W01198A,"Fall same lev from slip/trip w strike agnst oth object, init",R, 
D,W03XXXA,"Oth fall same lev due to collision w another person, init   ",R, 
D,W04XXXA,"Fall while being carried or supported by oth persons, init  ",R, 
D,W050XXA,"Fall from non-moving wheelchair, initial encounter          ",R, 
D,W051XXA,"Fall from non-moving nonmotorized scooter, initial encounter",R, 
D,W052XXA,"Fall from non-moving motorized mobility scooter, init encntr",R, 
D,W06XXXA,"Fall from bed, initial encounter                            ",R, 
D,W07XXXA,"Fall from chair, initial encounter                          ",R, 
D,W08XXXA,"Fall from other furniture, initial encounter                ",R, 
D,W090XXA,"Fall on or from playground slide, initial encounter         ",R, 
D,W091XXA,"Fall from playground swing, initial encounter               ",R, 
D,W092XXA,"Fall on or from jungle gym, initial encounter               ",R, 
D,W098XXA,"Fall on or from other playground equipment, init encntr     ",R, 
D,W100XXA,"Fall (on)(from) escalator, initial encounter                ",R, 
D,W101XXA,"Fall (on)(from) sidewalk curb, initial encounter            ",R, 
D,W102XXA,"Fall (on)(from) incline, initial encounter                  ",R, 
D,W108XXA,"Fall (on) (from) other stairs and steps, initial encounter  ",R, 
D,W109XXA,"Fall (on) (from) unspecified stairs and steps, init encntr  ",R, 
D,W11XXXA,"Fall on and from ladder, initial encounter                  ",R, 
D,W12XXXA,"Fall on and from scaffolding, initial encounter             ",R, 
D,W130XXA,"Fall from, out of or through balcony, initial encounter     ",R, 
D,W131XXA,"Fall from, out of or through bridge, initial encounter      ",R, 
D,W132XXA,"Fall from, out of or through roof, initial encounter        ",R, 
D,W133XXA,"Fall through floor, initial encounter                       ",R, 
D,W134XXA,"Fall from, out of or through window, initial encounter      ",R, 
D,W138XXA,"Fall from, out of or through oth building or structure, init",R, 
D,W139XXA,"Fall from, out of or through bldg, not otherwise spcf, init ",R, 
D,W14XXXA,"Fall from tree, initial encounter                           ",R, 
D,W15XXXA,"Fall from cliff, initial encounter                          ",R, 
D,W16011A,"Fall into swimming pool striking surfc causing drown, init  ",R, 
D,W16012A,"Fall into swimming pool strk surfc causing oth injury, init ",R, 
D,W16021A,"Fall into swimming pool striking bottom causing drown, init ",R, 
D,W16022A,"Fall into swimming pool strk bottom causing oth injury, init",R, 
D,W16031A,"Fall into swimming pool striking wall causing drown, init   ",R, 
D,W16032A,"Fall into swimming pool strk wall causing oth injury, init  ",R, 
D,W16111A,"Fall into natural body of water strk surfc cause drown, init",R, 
D,W16112A,"Fall into natrl body of water strk surfc cause oth inj, init",R, 
D,W16121A,"Fall into natrl body of water strk bottom cause drown, init ",R, 
D,W16122A,"Fall into natrl body of water strk botm cause oth inj, init ",R, 
D,W16131A,"Fall into natural body of water strk side cause drown, init ",R, 
D,W16132A,"Fall into natrl body of water strk side cause oth inj, init ",R, 
D,W16211A,"Fall in (into) filled bathtub causing drown, init           ",R, 
D,W16212A,"Fall in (into) filled bathtub causing oth injury, init      ",R, 
D,W16221A,"Fall in (into) bucket of water causing drown, init          ",R, 
D,W16222A,"Fall in (into) bucket of water causing oth injury, init     ",R, 
D,W16311A,"Fall into oth water striking surfc causing drown, init      ",R, 
D,W16312A,"Fall into oth water striking surfc causing oth injury, init ",R, 
D,W16321A,"Fall into oth water striking bottom causing drown, init     ",R, 
D,W16322A,"Fall into oth water striking bottom causing oth injury, init",R, 
D,W16331A,"Fall into oth water striking wall causing drown, init       ",R, 
D,W16332A,"Fall into oth water striking wall causing oth injury, init  ",R, 
D,W1641XA,"Fall into unsp water causing drowning and submersion, init  ",R, 
D,W1642XA,"Fall into unsp water causing other injury, init encntr      ",R, 
D,W16511A,"Jump/div into swimming pool strk surfc causing drown, init  ",R, 
D,W16512A,"Jump/div into swim pool strk surfc causing oth injury, init ",R, 
D,W16521A,"Jump/div into swimming pool strk bottom causing drown, init ",R, 
D,W16522A,"Jump/div into swim pool strk bottom causing oth injury, init",R, 
D,W16531A,"Jump/div into swimming pool strk wall causing drown, init   ",R, 
D,W16532A,"Jump/div into swim pool strk wall causing oth injury, init  ",R, 
D,W16611A,"Jump/div into natrl body of wtr strk surfc cause drown, init",R, 
D,W16612A,"Jump/div in natrl body of wtr strk surfc cause oth inj, init",R, 
D,W16621A,"Jump/div into natrl body of wtr strk botm cause drown, init ",R, 
D,W16622A,"Jump/div in natrl body of wtr strk botm cause oth inj, init ",R, 
D,W16711A,"Jump/div from boat striking surfc causing drown, init       ",R, 
D,W16712A,"Jump/div from boat striking surfc causing oth injury, init  ",R, 
D,W16721A,"Jump/div from boat striking bottom causing drown, init      ",R, 
D,W16722A,"Jump/div from boat striking bottom causing oth injury, init ",R, 
D,W16811A,"Jump/div into oth water striking surfc causing drown, init  ",R, 
D,W16812A,"Jump/div into oth water strk surfc causing oth injury, init ",R, 
D,W16821A,"Jump/div into oth water striking bottom causing drown, init ",R, 
D,W16822A,"Jump/div into oth water strk bottom causing oth injury, init",R, 
D,W16831A,"Jump/div into oth water striking wall causing drown, init   ",R, 
D,W16832A,"Jump/div into oth water strk wall causing oth injury, init  ",R, 
D,W1691XA,"Jumping or diving into unsp water causing drown, init       ",R, 
D,W1692XA,"Jumping or diving into unsp water causing oth injury, init  ",R, 
D,W170XXA,"Fall into well, initial encounter                           ",R, 
D,W171XXA,"Fall into storm drain or manhole, initial encounter         ",R, 
D,W172XXA,"Fall into hole, initial encounter                           ",R, 
D,W173XXA,"Fall into empty swimming pool, initial encounter            ",R, 
D,W174XXA,"Fall from dock, initial encounter                           ",R, 
D,W1781XA,"Fall down embankment (hill), initial encounter              ",R, 
D,W1782XA,"Fall from (out of) grocery cart, initial encounter          ",R, 
D,W1789XA,"Other fall from one level to another, initial encounter     ",R, 
D,W1800XA,"Striking against unsp object w subsequent fall, init encntr ",R, 
D,W1801XA,"Striking against sports equipment w subsequent fall, init   ",R, 
D,W1802XA,"Striking against glass with subsequent fall, init encntr    ",R, 
D,W1809XA,"Striking against oth object w subsequent fall, init encntr  ",R, 
D,W1811XA,"Fall from or off toilet w/o strike against object, init     ",R, 
D,W1812XA,"Fall from or off toilet w strike against object, init       ",R, 
D,W182XXA,"Fall in (into) shower or empty bathtub, initial encounter   ",R, 
D,W1830XA,"Fall on same level, unspecified, initial encounter          ",R, 
D,W1831XA,"Fall on same level due to stepping on an object, init encntr",R, 
D,W1839XA,"Other fall on same level, initial encounter                 ",R, 
D,W1840XA,"Slipping, tripping and stumbling w/o falling, unsp, init    ",R, 
D,W1841XA,"Slip/trip w/o falling due to stepping on object, init       ",R, 
D,W1842XA,"Slip/trip w/o falling due to step into hole or opening, init",R, 
D,W1843XA,"Slip/trip w/o fall d/t step from one level to another, init ",R, 
D,W1849XA,"Oth slipping, tripping and stumbling w/o falling, init      ",R, 
D,W19XXXA,"Unspecified fall, initial encounter                         ",R, 
D,W200XXA,"Struck by falling object in cave-in, initial encounter      ",R, 
D,W201XXA,"Struck by object due to collapse of building, init encntr   ",R, 
D,W208XXA,"Oth cause of strike by thrown, projected or fall obj, init  ",R, 
D,W2100XA,"Struck by hit or thrown ball, unspecified type, init encntr ",R, 
D,W2101XA,"Struck by football, initial encounter                       ",R, 
D,W2102XA,"Struck by soccer ball, initial encounter                    ",R, 
D,W2103XA,"Struck by baseball, initial encounter                       ",R, 
D,W2104XA,"Struck by golf ball, initial encounter                      ",R, 
D,W2105XA,"Struck by basketball, initial encounter                     ",R, 
D,W2106XA,"Struck by volleyball, initial encounter                     ",R, 
D,W2107XA,"Struck by softball, initial encounter                       ",R, 
D,W2109XA,"Struck by other hit or thrown ball, initial encounter       ",R, 
D,W2111XA,"Struck by baseball bat, initial encounter                   ",R, 
D,W2112XA,"Struck by tennis racquet, initial encounter                 ",R, 
D,W2113XA,"Struck by golf club, initial encounter                      ",R, 
D,W2119XA,"Struck by other bat, racquet or club, initial encounter     ",R, 
D,W21210A,"Struck by ice hockey stick, initial encounter               ",R, 
D,W21211A,"Struck by field hockey stick, initial encounter             ",R, 
D,W21220A,"Struck by ice hockey puck, initial encounter                ",R, 
D,W21221A,"Struck by field hockey puck, initial encounter              ",R, 
D,W2131XA,"Struck by shoe cleats, initial encounter                    ",R, 
D,W2132XA,"Struck by skate blades, initial encounter                   ",R, 
D,W2139XA,"Struck by other sports foot wear, initial encounter         ",R, 
D,W214XXA,"Striking against diving board, initial encounter            ",R, 
D,W2181XA,"Striking against or struck by football helmet, init encntr  ",R, 
D,W2189XA,"Striking against or struck by oth sports equipment, init    ",R, 
D,W219XXA,"Striking against or struck by unsp sports equipment, init   ",R, 
D,W2201XA,"Walked into wall, initial encounter                         ",R, 
D,W2202XA,"Walked into lamppost, initial encounter                     ",R, 
D,W2203XA,"Walked into furniture, initial encounter                    ",R, 
D,W22041A,"Striking against wall of swimming pool causing drown, init  ",R, 
D,W22042A,"Strike wall of swimming pool causing oth injury, init       ",R, 
D,W2209XA,"Striking against other stationary object, initial encounter ",R, 
D,W2210XA,"Striking against or struck by unsp automobile airbag, init  ",R, 
D,W2211XA,"Strike/struck by driver side automobile airbag, init        ",R, 
D,W2212XA,"Strike/struck by front passenger side auto airbag, init     ",R, 
D,W2219XA,"Striking against or struck by oth automobile airbag, init   ",R, 
D,W228XXA,"Striking against or struck by other objects, init encntr    ",R, 
D,W230XXA,"Caught, crush, jammed, or pinched betw moving objects, init ",R, 
D,W231XXA,"Caught, crush, jammed, or pinched betw stationry obj, init  ",R, 
D,W240XXA,"Contact w lifting devices, not elsewhere classified, init   ",R, 
D,W241XXA,"Contact w transmission devices, NEC, init                   ",R, 
D,W25XXXA,"Contact with sharp glass, initial encounter                 ",R, 
D,W260XXA,"Contact with knife, initial encounter                       ",R, 
D,W261XXA,"Contact with sword or dagger, initial encounter             ",R, 
D,W270XXA,"Contact with workbench tool, initial encounter              ",R, 
D,W271XXA,"Contact with garden tool, initial encounter                 ",R, 
D,W272XXA,"Contact with scissors, initial encounter                    ",R, 
D,W273XXA,"Contact with needle (sewing), initial encounter             ",R, 
D,W274XXA,"Contact with kitchen utensil, initial encounter             ",R, 
D,W275XXA,"Contact with paper-cutter, initial encounter                ",R, 
D,W278XXA,"Contact with other nonpowered hand tool, initial encounter  ",R, 
D,W28XXXA,"Contact with powered lawn mower, initial encounter          ",R, 
D,W290XXA,"Contact with powered kitchen appliance, initial encounter   ",R, 
D,W291XXA,"Contact with electric knife, initial encounter              ",R, 
D,W292XXA,"Contact with other powered household machinery, init encntr ",R, 
D,W293XXA,"Cntct w powered garden and outdoor hand tools and mach, init",R, 
D,W294XXA,"Contact with nail gun, initial encounter                    ",R, 
D,W298XXA,"Cntct w oth power power hand tools and household mach, init ",R, 
D,W300XXA,"Contact with combine harvester, initial encounter           ",R, 
D,W301XXA,"Contact with power take-off devices (PTO), initial encounter",R, 
D,W302XXA,"Contact with hay derrick, initial encounter                 ",R, 
D,W303XXA,"Contact with grain storage elevator, initial encounter      ",R, 
D,W3081XA,"Contact w agri transport vehicle in stationary use, init    ",R, 
D,W3089XA,"Contact with oth agricultural machinery, init encntr        ",R, 
D,W309XXA,"Contact with unspecified agricultural machinery, init encntr",R, 
D,W310XXA,"Contact w mining and earth-drilling machinery, init encntr  ",R, 
D,W311XXA,"Contact with metalworking machines, initial encounter       ",R, 
D,W312XXA,"Contact w powered woodworking and forming machines, init    ",R, 
D,W313XXA,"Contact with prime movers, initial encounter                ",R, 
D,W3181XA,"Contact with recreational machinery, initial encounter      ",R, 
D,W3182XA,"Contact with other commercial machinery, initial encounter  ",R, 
D,W3183XA,"Contact w special construct vehicle in stationary use, init ",R, 
D,W3189XA,"Contact with other specified machinery, initial encounter   ",R, 
D,W319XXA,"Contact with unspecified machinery, initial encounter       ",R, 
D,W320XXA,"Accidental handgun discharge, initial encounter             ",R, 
D,W321XXA,"Accidental handgun malfunction, initial encounter           ",R, 
D,W3300XA,"Accidental discharge of unsp larger firearm, init encntr    ",R, 
D,W3301XA,"Accidental discharge of shotgun, initial encounter          ",R, 
D,W3302XA,"Accidental discharge of hunting rifle, initial encounter    ",R, 
D,W3303XA,"Accidental discharge of machine gun, initial encounter      ",R, 
D,W3309XA,"Accidental discharge of other larger firearm, init encntr   ",R, 
D,W3310XA,"Accidental malfunction of unsp larger firearm, init encntr  ",R, 
D,W3311XA,"Accidental malfunction of shotgun, initial encounter        ",R, 
D,W3312XA,"Accidental malfunction of hunting rifle, initial encounter  ",R, 
D,W3313XA,"Accidental malfunction of machine gun, initial encounter    ",R, 
D,W3319XA,"Accidental malfunction of other larger firearm, init encntr ",R, 
D,W3400XA,"Accidental discharge from unsp firearms or gun, init encntr ",R, 
D,W34010A,"Accidental discharge of airgun, initial encounter           ",R, 
D,W34011A,"Accidental discharge of paintball gun, initial encounter    ",R, 
D,W34018A,"Accidental discharge of gas, air or sprng-op gun, init      ",R, 
D,W3409XA,"Accidental discharge from oth firearms, init encntr         ",R, 
D,W3410XA,"Accidental malfunction from unsp firearms or gun, init      ",R, 
D,W34110A,"Accidental malfunction of airgun, initial encounter         ",R, 
D,W34111A,"Accidental malfunction of paintball gun, initial encounter  ",R, 
D,W34118A,"Accidental malfunction of gas, air or sprng-op gun, init    ",R, 
D,W3419XA,"Accidental malfunction from oth firearms, init encntr       ",R, 
D,W35XXXA,"Explosion and rupture of boiler, initial encounter          ",R, 
D,W361XXA,"Explosion and rupture of aerosol can, initial encounter     ",R, 
D,W362XXA,"Explosion and rupture of air tank, initial encounter        ",R, 
D,W363XXA,"Explosion and rupture of pressurized-gas tank, init encntr  ",R, 
D,W368XXA,"Explosion and rupture of other gas cylinder, init encntr    ",R, 
D,W369XXA,"Explosion and rupture of unsp gas cylinder, init encntr     ",R, 
D,W370XXA,"Explosion of bicycle tire, initial encounter                ",R, 
D,W378XXA,"Explosn and rupture of pressurized tire, pipe or hose, init ",R, 
D,W38XXXA,"Explosion and rupture of oth pressurized devices, init      ",R, 
D,W39XXXA,"Discharge of firework, initial encounter                    ",R, 
D,W400XXA,"Explosion of blasting material, initial encounter           ",R, 
D,W401XXA,"Explosion of explosive gases, initial encounter             ",R, 
D,W408XXA,"Explosion of oth explosive materials, init encntr           ",R, 
D,W409XXA,"Explosion of unspecified explosive materials, init encntr   ",R, 
D,W420XXA,"Exposure to supersonic waves, initial encounter             ",R, 
D,W429XXA,"Exposure to other noise, initial encounter                  ",R, 
D,W450XXA,"Nail entering through skin, initial encounter               ",R, 
D,W451XXA,"Paper entering through skin, initial encounter              ",R, 
D,W452XXA,"Lid of can entering through skin, initial encounter         ",R, 
D,W458XXA,"Oth foreign body or object entering through skin, init      ",R, 
D,W460XXA,"Contact with hypodermic needle, initial encounter           ",R, 
D,W461XXA,"Contact with contaminated hypodermic needle, init encntr    ",R, 
D,W4901XA,"Hair causing external constriction, initial encounter       ",R, 
D,W4902XA,"String or thread causing external constriction, init encntr ",R, 
D,W4903XA,"Rubber band causing external constriction, initial encounter",R, 
D,W4904XA,"Ring or oth jewelry causing external constriction, init     ",R, 
D,W4909XA,"Oth item causing external constriction, init encntr         ",R, 
D,W499XXA,"Exposure to other inanimate mechanical forces, init encntr  ",R, 
D,W500XXA,"Accidental hit or strike by another person, init encntr     ",R, 
D,W501XXA,"Accidental kick by another person, initial encounter        ",R, 
D,W502XXA,"Accidental twist by another person, initial encounter       ",R, 
D,W503XXA,"Accidental bite by another person, initial encounter        ",R, 
D,W504XXA,"Accidental scratch by another person, initial encounter     ",R, 
D,W51XXXA,"Accidental strike or bumped into by another person, init    ",R, 
D,W52XXXA,"Crushd/pushd/stepd on by crowd or human stampede, init      ",R, 
D,W5301XA,"Bitten by mouse, initial encounter                          ",R, 
D,W5309XA,"Other contact with mouse, initial encounter                 ",R, 
D,W5311XA,"Bitten by rat, initial encounter                            ",R, 
D,W5319XA,"Other contact with rat, initial encounter                   ",R, 
D,W5321XA,"Bitten by squirrel, initial encounter                       ",R, 
D,W5329XA,"Other contact with squirrel, initial encounter              ",R, 
D,W5381XA,"Bitten by other rodent, initial encounter                   ",R, 
D,W5389XA,"Other contact with other rodent, initial encounter          ",R, 
D,W540XXA,"Bitten by dog, initial encounter                            ",R, 
D,W541XXA,"Struck by dog, initial encounter                            ",R, 
D,W548XXA,"Other contact with dog, initial encounter                   ",R, 
D,W5501XA,"Bitten by cat, initial encounter                            ",R, 
D,W5503XA,"Scratched by cat, initial encounter                         ",R, 
D,W5509XA,"Other contact with cat, initial encounter                   ",R, 
D,W5511XA,"Bitten by horse, initial encounter                          ",R, 
D,W5512XA,"Struck by horse, initial encounter                          ",R, 
D,W5519XA,"Other contact with horse, initial encounter                 ",R, 
D,W5521XA,"Bitten by cow, initial encounter                            ",R, 
D,W5522XA,"Struck by cow, initial encounter                            ",R, 
D,W5529XA,"Other contact with cow, initial encounter                   ",R, 
D,W5531XA,"Bitten by other hoof stock, initial encounter               ",R, 
D,W5532XA,"Struck by other hoof stock, initial encounter               ",R, 
D,W5539XA,"Other contact with other hoof stock, initial encounter      ",R, 
D,W5541XA,"Bitten by pig, initial encounter                            ",R, 
D,W5542XA,"Struck by pig, initial encounter                            ",R, 
D,W5549XA,"Other contact with pig, initial encounter                   ",R, 
D,W5551XA,"Bitten by raccoon, initial encounter                        ",R, 
D,W5552XA,"Struck by raccoon, initial encounter                        ",R, 
D,W5559XA,"Other contact with raccoon, initial encounter               ",R, 
D,W5581XA,"Bitten by other mammals, initial encounter                  ",R, 
D,W5582XA,"Struck by other mammals, initial encounter                  ",R, 
D,W5589XA,"Other contact with other mammals, initial encounter         ",R, 
D,W5601XA,"Bitten by dolphin, initial encounter                        ",R, 
D,W5602XA,"Struck by dolphin, initial encounter                        ",R, 
D,W5609XA,"Other contact with dolphin, initial encounter               ",R, 
D,W5611XA,"Bitten by sea lion, initial encounter                       ",R, 
D,W5612XA,"Struck by sea lion, initial encounter                       ",R, 
D,W5619XA,"Other contact with sea lion, initial encounter              ",R, 
D,W5621XA,"Bitten by orca, initial encounter                           ",R, 
D,W5622XA,"Struck by orca, initial encounter                           ",R, 
D,W5629XA,"Other contact with orca, initial encounter                  ",R, 
D,W5631XA,"Bitten by other marine mammals, initial encounter           ",R, 
D,W5632XA,"Struck by other marine mammals, initial encounter           ",R, 
D,W5639XA,"Other contact with other marine mammals, initial encounter  ",R, 
D,W5641XA,"Bitten by shark, initial encounter                          ",R, 
D,W5642XA,"Struck by shark, initial encounter                          ",R, 
D,W5649XA,"Other contact with shark, initial encounter                 ",R, 
D,W5651XA,"Bitten by other fish, initial encounter                     ",R, 
D,W5652XA,"Struck by other fish, initial encounter                     ",R, 
D,W5659XA,"Other contact with other fish, initial encounter            ",R, 
D,W5681XA,"Bitten by other nonvenomous marine animals, init encntr     ",R, 
D,W5682XA,"Struck by other nonvenomous marine animals, init encntr     ",R, 
D,W5689XA,"Oth contact with oth nonvenomous marine animals, init encntr",R, 
D,W57XXXA,"Bit/stung by nonvenom insect & oth nonvenom arthropods, init",R, 
